,2023-11-12,2023-11-11,2023-11-10,2023-10-20,2023-10-21,2023-10-22,2023-10-23,2023-10-24,2023-10-25,2023-10-26,2023-10-27,2023-10-28,2023-10-29,2023-10-30,2023-10-31,2023-11-06,2023-11-08,2023-11-09,2023-11-01,2023-11-02,2023-11-03,2023-11-04,2023-11-05,2023-11-07
SCR,,,14.2013,,,,,,,,,,,,,,,,14.037942,14.181076,14.129943,14.129943,14.124794,14.031378
SDG,,,639.725368,,,,,,,,,,,,,,,,634.565207,636.518323,643.623822,643.623822,643.401553,641.241609
SEK,,,11.64551,,,,,,,,,,,,,,,,11.820523,11.802976,11.683825,11.683825,11.68076,11.684137
SGD,,,1.451919,,,,,,,,,,,,,,,,1.446491,1.449254,1.451826,1.451826,1.452677,1.448607
SHP,,,1.298386,,,,,,,,,,,,,,,,1.287914,1.291872,1.306296,1.306296,1.30582,1.301475
SLE,,,23.497172,,,,,,,,,,,,,,,,24.067695,24.372466,23.098233,23.013309,23.00403,21.963456
SLL,,,21075.096736,,,,,,,,,,,,,,,,20905.112427,20969.374163,21203.49076,21203.49076,21195.764161,21125.242895
SOS,,,609.310493,,,,,,,,,,,,,,,,603.864682,605.72508,612.489568,612.489568,612.261164,610.760322
SRD,,,40.514364,,,,,,,,,,,,,,,,40.362741,40.34667,40.957096,40.957096,40.942165,40.685081
STD,,,22086.681081,,,,,,,,,,,,,,,,21908.537233,21975.883587,22221.237546,22221.237546,22213.140058,22139.234564
SYP,,,13874.009639,,,,,,,,,,,,,,,,13761.728994,13804.638929,13958.589684,13958.688219,13953.632917,13907.230287
SZL,,,19.899667,,,,,,,,,,,,,,,,19.942096,19.498192,19.606725,19.606725,19.59958,19.696238
THB,,,38.290521,,,,,,,,,,,,,,,,38.157918,38.200887,38.20712,38.20712,38.126082,38.003619
TJS,,,11.729339,,,,,,,,,,,,,,,,11.589115,11.633197,11.664826,11.664826,11.660576,11.713896
TMT,,,3.745498,,,,,,,,,,,,,,,,3.715288,3.726709,3.757581,3.757581,3.756211,3.75441
TND,,,3.369905,,,,,,,,,,,,,,,,3.370752,3.381113,3.398467,3.398467,3.397227,3.365594
TOP,,,2.553343,,,,,,,,,,,,,,,,2.546137,2.550884,2.57137,2.57137,2.570429,2.547223
TRY,,,30.468582,,,,,,,,,,,,,,,,29.985019,30.173379,30.486973,30.486973,30.507087,30.488919
TTD,,,7.259446,,,,,,,,,,,,,,,,7.176589,7.193003,7.222635,7.222635,7.220003,7.256651
TWD,,,34.555045,,,,,,,,,,,,,,,,34.272209,34.183763,34.46711,34.46711,34.454545,34.330074
TZS,,,2665.599599,,,,,,,,,,,,,,,,2644.100251,2652.228029,2659.834001,2659.834001,2658.86475,2671.942657
UAH,,,38.528338,,,,,,,,,,,,,,,,38.446299,38.421138,38.503287,38.503287,38.489257,38.506152
UGX,,,4019.674175,,,,,,,,,,,,,,,,4005.025073,4011.908783,4027.35431,4027.35431,4025.88673,4019.213874
USD,,,1.067094,,,,,,,,,,,,,,,,1.058487,1.06174,1.073594,1.073594,1.073203,1.069633
UYU,,,42.676541,,,,,,,,,,,,,,,,42.286684,42.381307,42.633751,42.633751,42.618215,42.576227
UZS,,,13132.812416,,,,,,,,,,,,,,,,12966.4621,12973.543975,13048.147923,13048.147923,13043.393137,13129.739308
VEF,,,3752510.77432,,,,,,,,,,,,,,,,3713421.308058,3721697.638732,3764812.9813,3765842.846937,3766813.956868,3760812.784596
VES,,,37.607603,,,,,,,,,,,,,,,,37.069787,37.183739,37.713722,37.713722,37.699979,37.643507
VND,,,25951.714019,,,,,,,,,,,,,,,,26030.833717,26094.925812,26340.639842,26340.639842,26331.041232,26018.8122
VUV,,,130.140732,,,,,,,,,,,,,,,,129.808604,130.701474,131.577777,130.827167,129.956697,129.506607
WST,,,2.972661,,,,,,,,,,,,,,,,2.928529,2.9799,3.006521,2.950683,2.879524,2.961598
XAF,,,655.903834,,,,,,,,,,,,,,,,658.255907,653.860346,656.014713,656.014713,655.77566,656.809037
XAG,,,0.047119,,,,,,,,,,,,,,,,0.045945,0.046747,0.046251,0.046251,0.046363,0.047282
XAU,,,0.000546,,,,,,,,,,,,,,,,0.000533,0.000535,0.000539,0.000539,0.00054,0.000543
XCD,,,2.883873,,,,,,,,,,,,,,,,2.860613,2.869407,2.901443,2.901443,2.900386,2.890735
XDR,,,0.812942,,,,,,,,,,,,,,,,0.80742,0.808953,0.812671,0.812671,0.812375,0.812955
XOF,,,655.922273,,,,,,,,,,,,,,,,652.553279,653.817377,656.014713,656.014713,655.77566,653.010889
XPF,,,119.888218,,,,,,,,,,,,,,,,119.873471,120.241811,121.584962,121.584962,121.540557,119.531446
YER,,,267.084634,,,,,,,,,,,,,,,,264.940356,265.752265,268.774761,268.774761,268.676137,267.782664
ZAR,,,19.917188,,,,,,,,,,,,,,,,19.560569,19.55418,19.552206,19.552206,19.60613,19.626528
ZMK,,,9605.118705,,,,,,,,,,,,,,,,9527.646635,9556.935978,9663.642223,9663.642223,9660.115654,9627.973891
ZMW,,,24.314941,,,,,,,,,,,,,,,,23.379553,23.448938,23.665082,23.665082,23.656458,24.021948
ZWL,,,343.603673,,,,,,,,,,,,,,,,340.83228,341.87999,345.696975,345.696975,345.571002,344.42125
AED,,,3.919339,,,,,,,,,,,,,,,,3.887812,3.899769,3.943357,3.943357,3.941897,3.928786
AFN,,,78.563632,,,,,,,,,,,,,,,,77.711401,78.174174,78.216881,78.216881,78.188379,78.613603
ALL,,,104.594462,,,,,,,,,,,,,,,,105.774283,105.052258,105.109247,105.109247,105.070945,104.44975
AMD,,,430.165132,,,,,,,,,,,,,,,,425.924758,426.488246,428.437692,428.437692,428.281568,430.698222
ANG,,,1.926162,,,,,,,,,,,,,,,,1.906551,1.910267,1.919069,1.919069,1.91837,1.926199
AOA,,,887.288446,,,,,,,,,,,,,,,,880.11974,882.852267,893.771654,893.771654,893.433157,884.661078
ARS,,,373.463077,,,,,,,,,,,,,,,,370.438693,371.660539,372.745393,372.745393,372.694621,374.2272
AUD,,,1.677161,,,,,,,,,,,,,,,,1.648566,1.651884,1.648666,1.648666,1.64704,1.663273
AWG,,,1.920768,,,,,,,,,,,,,,,,1.907922,1.913787,1.93247,1.93247,1.931766,1.925339
AZN,,,1.821279,,,,,,,,,,,,,,,,1.798929,1.80202,1.829373,1.829373,1.821662,1.822407
BAM,,,1.955641,,,,,,,,,,,,,,,,1.962589,1.949421,1.955972,1.955972,1.955259,1.95834
BBD,,,2.158006,,,,,,,,,,,,,,,,2.13616,2.140097,2.149889,2.149889,2.149106,2.157999
BDT,,,117.830449,,,,,,,,,,,,,,,,116.644617,117.385854,117.930375,117.930375,117.887401,117.832857
BGN,,,1.95627,,,,,,,,,,,,,,,,1.957073,1.956153,1.957507,1.955972,1.957023,1.956732
BHD,,,0.402311,,,,,,,,,,,,,,,,0.399193,0.400259,0.401535,0.401535,0.401389,0.403293
BIF,,,3036.253889,,,,,,,,,,,,,,,,3004.493611,3010.205014,3024.166054,3024.166054,3023.064038,3047.383184
BMD,,,1.067094,,,,,,,,,,,,,,,,1.058487,1.06174,1.073594,1.073594,1.073203,1.069633
BND,,,1.451882,,,,,,,,,,,,,,,,1.450666,1.44575,1.449328,1.449328,1.448799,1.44948
BOB,,,7.385401,,,,,,,,,,,,,,,,7.309873,7.32362,7.357647,7.357647,7.354966,7.385823
BRL,,,5.265473,,,,,,,,,,,,,,,,5.245008,5.260284,5.261798,5.276564,5.259444,5.212338
BSD,,,1.068743,,,,,,,,,,,,,,,,1.05796,1.059966,1.064794,1.064794,1.064406,1.068786
BTC,,,2.9293279e-05,,,,,,,,,,,,,,,,2.9865979e-05,3.0399026e-05,3.0900549e-05,3.0592028e-05,3.0613178e-05,3.0179709e-05
BTN,,,89.015785,,,,,,,,,,,,,,,,88.156048,88.23018,88.618596,88.618596,88.586303,88.983544
BWP,,,14.521027,,,,,,,,,,,,,,,,14.442963,14.342065,14.408268,14.408268,14.403017,14.442736
BYN,,,3.521247,,,,,,,,,,,,,,,,3.485558,3.491972,3.507509,3.507509,3.50623,3.520667
BYR,,,20915.03268,,,,,,,,,,,,,,,,20746.338959,20810.112742,21042.451229,21042.451229,21034.783295,20964.798319
BZD,,,2.154306,,,,,,,,,,,,,,,,2.132577,2.136519,2.146289,2.146289,2.145507,2.154395
CAD,,,1.472727,,,,,,,,,,,,,,,,1.464602,1.459633,1.467765,1.467765,1.466044,1.472724
CDF,,,2822.462509,,,,,,,,,,,,,,,,2767.942949,2776.451547,2808.523471,2808.523471,2807.499809,2766.070052
CHF,,,0.96382,,,,,,,,,,,,,,,,0.958783,0.962112,0.965205,0.965205,0.964981,0.962664
CLF,,,0.035008,,,,,,,,,,,,,,,,0.034359,0.034137,0.034181,0.034342,0.03433,0.034358
CLP,,,965.985987,,,,,,,,,,,,,,,,948.06488,941.933751,943.163886,947.613367,947.268054,948.036628
CNY,,,7.781883,,,,,,,,,,,,,,,,7.744839,7.76674,7.841437,7.836707,7.833851,7.785961
COP,,,4325.997065,,,,,,,,,,,,,,,,4342.441611,4298.636692,4283.076808,4283.076808,4281.516041,4291.718839
CRC,,,567.454004,,,,,,,,,,,,,,,,561.724631,562.698314,565.249728,565.249728,565.04375,570.859219
CUC,,,1.067094,,,,,,,,,,,,,,,,1.058487,1.06174,1.073594,1.073594,1.073203,1.069633
CUP,,,28.277978,,,,,,,,,,,,,,,,28.049897,28.136122,28.450253,28.450253,28.439886,28.345263
CVE,,,110.256063,,,,,,,,,,,,,,,,111.088197,109.905334,110.274702,110.274702,110.234517,110.840702
CZK,,,24.445727,,,,,,,,,,,,,,,,24.674069,24.467705,24.408389,24.408389,24.403085,24.623473
DJF,,,190.289925,,,,,,,,,,,,,,,,188.113844,188.715094,189.586679,189.586679,189.517593,190.095094
DKK,,,7.4577,,,,,,,,,,,,,,,,7.464575,7.464895,7.464746,7.464746,7.461649,7.45844
DOP,,,60.675082,,,,,,,,,,,,,,,,60.225833,60.227161,60.445318,60.445318,60.423291,60.88365
DZD,,,144.019378,,,,,,,,,,,,,,,,143.868997,144.096097,145.424853,145.424853,145.371836,143.931895
EGP,,,32.963158,,,,,,,,,,,,,,,,32.707131,32.808826,32.902095,32.902095,32.898379,32.947358
ERN,,,16.006403,,,,,,,,,,,,,,,,15.8773,15.926107,16.103917,16.103917,16.098048,16.044489
ETB,,,59.750117,,,,,,,,,,,,,,,,58.703372,59.231816,59.158505,59.158505,59.136947,59.428701
EUR,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
FJD,,,2.430252,,,,,,,,,,,,,,,,2.444037,2.411478,2.418598,2.418598,2.417715,2.424483
FKP,,,0.869247,,,,,,,,,,,,,,,,0.872394,0.875615,0.881921,0.8677,0.867051,0.863317
GBP,,,0.872776,,,,,,,,,,,,,,,,0.869137,0.870983,0.867518,0.867551,0.867224,0.870178
GEL,,,2.875793,,,,,,,,,,,,,,,,2.873782,2.882667,2.89338,2.89338,2.892274,2.893378
GGP,,,0.869247,,,,,,,,,,,,,,,,0.872394,0.875615,0.881921,0.8677,0.867051,0.863317
GHS,,,12.765965,,,,,,,,,,,,,,,,12.616966,12.643908,12.703118,12.703118,12.698489,12.771145
GIP,,,0.869247,,,,,,,,,,,,,,,,0.872394,0.875615,0.881921,0.8677,0.867051,0.863317
GMD,,,71.788748,,,,,,,,,,,,,,,,68.85459,69.066634,69.837737,69.837737,69.812027,71.959503
GNF,,,9182.255709,,,,,,,,,,,,,,,,9161.202293,9104.206413,9145.80461,9145.80461,9142.471851,9252.321175
GTQ,,,8.363322,,,,,,,,,,,,,,,,8.294065,8.305017,8.347734,8.347734,8.344692,8.366854
GYD,,,223.591876,,,,,,,,,,,,,,,,221.501604,221.740177,222.769598,222.769598,222.68842,223.617402
HKD,,,8.333392,,,,,,,,,,,,,,,,8.279853,8.308087,8.401467,8.401467,8.397172,8.364013
HNL,,,26.400107,,,,,,,,,,,,,,,,26.197955,26.174344,26.296313,26.296313,26.286731,26.457321
HRK,,,7.649947,,,,,,,,,,,,,,,,7.588246,7.611572,7.696552,7.696552,7.693748,7.66815
HTG,,,141.798506,,,,,,,,,,,,,,,,140.404382,140.829136,141.482447,141.482447,141.43089,141.864031
HUF,,,378.316937,,,,,,,,,,,,,,,,383.510981,381.860295,379.805925,379.805925,379.007118,378.2948
IDR,,,16735.600907,,,,,,,,,,,,,,,,16838.406131,16830.709551,16736.371248,16736.371248,16730.272462,16740.819311
ILS,,,4.115577,,,,,,,,,,,,,,,,4.248924,4.227728,4.215061,4.215061,4.21156,4.147661
IMP,,,0.869247,,,,,,,,,,,,,,,,0.872394,0.875615,0.881921,0.8677,0.867051,0.863317
INR,,,89.028091,,,,,,,,,,,,,,,,90.184655,88.387291,89.278773,89.278773,89.246239,89.028567
IQD,,,1398.973493,,,,,,,,,,,,,,,,1386.617553,1387.459528,1394.92272,1394.92272,1394.414405,1401.218663
IRR,,,45098.035812,,,,,,,,,,,,,,,,44694.600775,44831.990533,45348.629965,45348.629965,45332.104133,45168.113341
ISK,,,151.309843,,,,,,,,,,,,,,,,147.700984,148.123745,149.187099,149.187099,149.132508,150.50802
JEP,,,0.869247,,,,,,,,,,,,,,,,0.872394,0.875615,0.881921,0.8677,0.867051,0.863317
JMD,,,166.746484,,,,,,,,,,,,,,,,164.067568,164.293181,165.04452,165.04452,164.984377,166.195595
JOD,,,0.75689,,,,,,,,,,,,,,,,0.750887,0.753093,0.761505,0.761505,0.761217,0.758686
JPY,,,161.54945,,,,,,,,,,,,,,,,159.416036,159.790842,160.363216,160.363216,160.412768,160.848114
KES,,,161.931192,,,,,,,,,,,,,,,,159.672343,160.16326,159.724052,159.724052,159.665848,161.995814
KGS,,,95.313107,,,,,,,,,,,,,,,,94.543856,94.834434,95.893869,95.893869,95.858114,95.539939
KHR,,,4408.642646,,,,,,,,,,,,,,,,4378.959457,4377.961723,4394.3866,4394.3866,4392.785272,4422.930752
KMF,,,492.46784,,,,,,,,,,,,,,,,494.577811,496.098285,497.315832,497.315832,497.134596,492.557233
KPW,,,960.359793,,,,,,,,,,,,,,,,952.595641,955.49827,966.188478,966.218586,965.882907,962.667224
KRW,,,1408.403075,,,,,,,,,,,,,,,,1427.728791,1416.696202,1405.351282,1405.351282,1404.839126,1395.843771
KWD,,,0.329604,,,,,,,,,,,,,,,,0.327146,0.328004,0.331316,0.331316,0.331192,0.330228
KYD,,,0.890628,,,,,,,,,,,,,,,,0.88165,0.883359,0.887378,0.887378,0.887055,0.890655
KZT,,,500.989391,,,,,,,,,,,,,,,,497.320408,494.997111,495.123559,495.123559,494.943134,497.635551
LAK,,,22158.203911,,,,,,,,,,,,,,,,21955.130558,21984.812146,22070.941711,22070.941711,22062.898992,22194.876133
LBP,,,16063.700064,,,,,,,,,,,,,,,,15911.696672,15929.470492,16003.80795,16003.80795,15997.976113,16081.926111
LKR,,,350.018348,,,,,,,,,,,,,,,,347.043662,348.977967,350.330821,350.330821,350.203159,349.973999
LRD,,,200.239897,,,,,,,,,,,,,,,,198.460941,199.078283,201.353049,201.353049,201.2793,200.664807
LSL,,,19.918698,,,,,,,,,,,,,,,,19.777822,19.838604,19.733076,19.733076,19.725787,21.02359
LTL,,,3.15085,,,,,,,,,,,,,,,,3.125436,3.135043,3.170046,3.170046,3.16889,3.158347
LVL,,,0.645474,,,,,,,,,,,,,,,,0.640268,0.642236,0.649407,0.649407,0.64917,0.64701
LYD,,,5.205724,,,,,,,,,,,,,,,,5.176383,5.189019,5.205458,5.205458,5.203561,5.193063
MAD,,,10.921015,,,,,,,,,,,,,,,,10.911674,10.881493,10.950763,10.950763,10.946773,10.941806
MDL,,,19.082632,,,,,,,,,,,,,,,,19.201154,19.220377,19.304698,19.304698,19.297664,19.168867
MGA,,,4782.657149,,,,,,,,,,,,,,,,4785.418241,4801.017323,4818.423905,4818.423905,4816.668057,4824.043019
MKD,,,61.626175,,,,,,,,,,,,,,,,61.649753,61.615026,61.620421,61.620421,61.597966,61.597584
MMK,,,2244.381174,,,,,,,,,,,,,,,,2221.6856,2225.941379,2236.096723,2236.096723,2235.281882,2244.411534
MNT,,,3677.815069,,,,,,,,,,,,,,,,3662.307017,3675.648178,3714.950349,3714.478292,3700.716192,3695.163682
MOP,,,8.595423,,,,,,,,,,,,,,,,8.524526,8.54322,8.584055,8.584055,8.580927,8.608768
MRO,,,380.952197,,,,,,,,,,,,,,,,377.879563,379.041157,383.273034,383.273034,383.133368,381.858643
MUR,,,47.190669,,,,,,,,,,,,,,,,46.841402,46.975153,47.506961,47.279059,47.261831,47.227906
MVR,,,16.348004,,,,,,,,,,,,,,,,16.279842,16.329703,16.576705,16.576705,16.570254,16.451189
MWK,,,1189.514728,,,,,,,,,,,,,,,,1211.430989,1193.349795,1198.905475,1198.905475,1198.46859,1200.661307
MXN,,,18.956649,,,,,,,,,,,,,,,,18.804122,18.625082,18.74915,18.74915,18.755385,18.70188
MYR,,,5.02121,,,,,,,,,,,,,,,,5.050571,5.044857,5.077569,5.077569,5.075715,4.959346
MZN,,,67.493611,,,,,,,,,,,,,,,,66.94923,67.155031,67.904796,67.904796,67.880051,67.654207
NAD,,,19.920528,,,,,,,,,,,,,,,,19.502643,19.562602,19.89411,19.89411,19.886615,20.986286
NGN,,,858.519855,,,,,,,,,,,,,,,,834.617047,834.623441,866.1442,866.1442,865.828194,841.361819
NIO,,,39.116829,,,,,,,,,,,,,,,,38.848108,38.793049,38.973429,38.973429,38.959227,39.186029
NOK,,,11.87658,,,,,,,,,,,,,,,,11.800364,11.852299,11.838902,11.838902,11.833053,11.968547
NPR,,,142.425455,,,,,,,,,,,,,,,,141.043259,141.174675,141.789474,141.789474,141.737806,142.368686
NZD,,,1.809054,,,,,,,,,,,,,,,,1.801158,1.801009,1.79022,1.79022,1.789969,1.802347
OMR,,,0.410771,,,,,,,,,,,,,,,,0.407468,0.40872,0.413302,0.413302,0.413151,0.411752
PAB,,,1.068813,,,,,,,,,,,,,,,,1.058161,1.060086,1.064794,1.064794,1.064406,1.068786
PEN,,,4.061371,,,,,,,,,,,,,,,,4.043947,4.04912,4.016853,4.016853,4.01539,4.023423
PGK,,,4.022674,,,,,,,,,,,,,,,,3.93101,3.989171,4.007353,4.007353,4.005892,3.973048
PHP,,,59.678242,,,,,,,,,,,,,,,,59.994003,60.089243,59.854006,59.854006,59.832134,60.038244
PKR,,,306.73656,,,,,,,,,,,,,,,,298.758141,299.96758,298.887695,298.887695,298.778779,304.844959
PLN,,,4.426228,,,,,,,,,,,,,,,,4.468236,4.447988,4.457081,4.457081,4.455457,4.457534
PYG,,,7945.653788,,,,,,,,,,,,,,,,7895.612102,7907.569282,7960.70035,7960.70035,7957.799446,7974.344618
QAR,,,3.88502,,,,,,,,,,,,,,,,3.853985,3.86579,3.909498,3.909498,3.908066,3.894265
RON,,,4.968706,,,,,,,,,,,,,,,,4.969644,4.969265,4.97225,4.97225,4.969763,4.967696
RSD,,,117.180404,,,,,,,,,,,,,,,,117.191445,117.207618,117.287318,117.287318,117.244579,117.178371
RUB,,,98.259568,,,,,,,,,,,,,,,,98.026556,99.0339,98.481934,98.481934,98.445992,98.509969
RWF,,,1313.493531,,,,,,,,,,,,,,,,1303.526348,1310.98388,1307.114995,1307.114995,1306.638678,1316.71769
SAR,,,4.002695,,,,,,,,,,,,,,,,3.970831,3.983183,4.027649,4.027649,4.026182,4.012281
SBD,,,8.933563,,,,,,,,,,,,,,,,8.911241,8.938634,9.042759,9.042759,9.039464,8.998615
SCR,,,14.2013,,,,,,,,,,,,,,,,14.037942,14.181076,14.129943,14.129943,14.124794,14.031378
SDG,,,639.725368,,,,,,,,,,,,,,,,634.565207,636.518323,643.623822,643.623822,643.401553,641.241609
SEK,,,11.64551,,,,,,,,,,,,,,,,11.820523,11.802976,11.683825,11.683825,11.68076,11.684137
SGD,,,1.451919,,,,,,,,,,,,,,,,1.446491,1.449254,1.451826,1.451826,1.452677,1.448607
SHP,,,1.298386,,,,,,,,,,,,,,,,1.287914,1.291872,1.306296,1.306296,1.30582,1.301475
SLE,,,23.497172,,,,,,,,,,,,,,,,24.067695,24.372466,23.098233,23.013309,23.00403,21.963456
SLL,,,21075.096736,,,,,,,,,,,,,,,,20905.112427,20969.374163,21203.49076,21203.49076,21195.764161,21125.242895
SOS,,,609.310493,,,,,,,,,,,,,,,,603.864682,605.72508,612.489568,612.489568,612.261164,610.760322
SRD,,,40.514364,,,,,,,,,,,,,,,,40.362741,40.34667,40.957096,40.957096,40.942165,40.685081
STD,,,22086.681081,,,,,,,,,,,,,,,,21908.537233,21975.883587,22221.237546,22221.237546,22213.140058,22139.234564
SYP,,,13874.009639,,,,,,,,,,,,,,,,13761.728994,13804.638929,13958.589684,13958.688219,13953.632917,13907.230287
SZL,,,19.899667,,,,,,,,,,,,,,,,19.942096,19.498192,19.606725,19.606725,19.59958,19.696238
THB,,,38.290521,,,,,,,,,,,,,,,,38.157918,38.200887,38.20712,38.20712,38.126082,38.003619
TJS,,,11.729339,,,,,,,,,,,,,,,,11.589115,11.633197,11.664826,11.664826,11.660576,11.713896
TMT,,,3.745498,,,,,,,,,,,,,,,,3.715288,3.726709,3.757581,3.757581,3.756211,3.75441
TND,,,3.369905,,,,,,,,,,,,,,,,3.370752,3.381113,3.398467,3.398467,3.397227,3.365594
TOP,,,2.553343,,,,,,,,,,,,,,,,2.546137,2.550884,2.57137,2.57137,2.570429,2.547223
TRY,,,30.468582,,,,,,,,,,,,,,,,29.985019,30.173379,30.486973,30.486973,30.507087,30.488919
TTD,,,7.259446,,,,,,,,,,,,,,,,7.176589,7.193003,7.222635,7.222635,7.220003,7.256651
TWD,,,34.555045,,,,,,,,,,,,,,,,34.272209,34.183763,34.46711,34.46711,34.454545,34.330074
TZS,,,2665.599599,,,,,,,,,,,,,,,,2644.100251,2652.228029,2659.834001,2659.834001,2658.86475,2671.942657
UAH,,,38.528338,,,,,,,,,,,,,,,,38.446299,38.421138,38.503287,38.503287,38.489257,38.506152
UGX,,,4019.674175,,,,,,,,,,,,,,,,4005.025073,4011.908783,4027.35431,4027.35431,4025.88673,4019.213874
USD,,,1.067094,,,,,,,,,,,,,,,,1.058487,1.06174,1.073594,1.073594,1.073203,1.069633
UYU,,,42.676541,,,,,,,,,,,,,,,,42.286684,42.381307,42.633751,42.633751,42.618215,42.576227
UZS,,,13132.812416,,,,,,,,,,,,,,,,12966.4621,12973.543975,13048.147923,13048.147923,13043.393137,13129.739308
VEF,,,3752510.77432,,,,,,,,,,,,,,,,3713421.308058,3721697.638732,3764812.9813,3765842.846937,3766813.956868,3760812.784596
VES,,,37.607603,,,,,,,,,,,,,,,,37.069787,37.183739,37.713722,37.713722,37.699979,37.643507
VND,,,25951.714019,,,,,,,,,,,,,,,,26030.833717,26094.925812,26340.639842,26340.639842,26331.041232,26018.8122
VUV,,,130.140732,,,,,,,,,,,,,,,,129.808604,130.701474,131.577777,130.827167,129.956697,129.506607
WST,,,2.972661,,,,,,,,,,,,,,,,2.928529,2.9799,3.006521,2.950683,2.879524,2.961598
XAF,,,655.903834,,,,,,,,,,,,,,,,658.255907,653.860346,656.014713,656.014713,655.77566,656.809037
XAG,,,0.047119,,,,,,,,,,,,,,,,0.045945,0.046747,0.046251,0.046251,0.046363,0.047282
XAU,,,0.000546,,,,,,,,,,,,,,,,0.000533,0.000535,0.000539,0.000539,0.00054,0.000543
XCD,,,2.883873,,,,,,,,,,,,,,,,2.860613,2.869407,2.901443,2.901443,2.900386,2.890735
XDR,,,0.812942,,,,,,,,,,,,,,,,0.80742,0.808953,0.812671,0.812671,0.812375,0.812955
XOF,,,655.922273,,,,,,,,,,,,,,,,652.553279,653.817377,656.014713,656.014713,655.77566,653.010889
XPF,,,119.888218,,,,,,,,,,,,,,,,119.873471,120.241811,121.584962,121.584962,121.540557,119.531446
YER,,,267.084634,,,,,,,,,,,,,,,,264.940356,265.752265,268.774761,268.774761,268.676137,267.782664
ZAR,,,19.917188,,,,,,,,,,,,,,,,19.560569,19.55418,19.552206,19.552206,19.60613,19.626528
ZMK,,,9605.118705,,,,,,,,,,,,,,,,9527.646635,9556.935978,9663.642223,9663.642223,9660.115654,9627.973891
ZMW,,,24.314941,,,,,,,,,,,,,,,,23.379553,23.448938,23.665082,23.665082,23.656458,24.021948
ZWL,,,343.603673,,,,,,,,,,,,,,,,340.83228,341.87999,345.696975,345.696975,345.571002,344.42125
AED,,,,,,,,,,,,,,,,,,,3.887812,,,,,
AFN,,,,,,,,,,,,,,,,,,,77.711401,,,,,
ALL,,,,,,,,,,,,,,,,,,,105.774283,,,,,
AMD,,,,,,,,,,,,,,,,,,,425.924758,,,,,
ANG,,,,,,,,,,,,,,,,,,,1.906551,,,,,
AOA,,,,,,,,,,,,,,,,,,,880.11974,,,,,
ARS,,,,,,,,,,,,,,,,,,,370.438693,,,,,
AUD,,,,,,,,,,,,,,,,,,,1.648566,,,,,
AWG,,,,,,,,,,,,,,,,,,,1.907922,,,,,
AZN,,,,,,,,,,,,,,,,,,,1.798929,,,,,
BAM,,,,,,,,,,,,,,,,,,,1.962589,,,,,
BBD,,,,,,,,,,,,,,,,,,,2.13616,,,,,
BDT,,,,,,,,,,,,,,,,,,,116.644617,,,,,
BGN,,,,,,,,,,,,,,,,,,,1.957073,,,,,
BHD,,,,,,,,,,,,,,,,,,,0.399193,,,,,
BIF,,,,,,,,,,,,,,,,,,,3004.493611,,,,,
BMD,,,,,,,,,,,,,,,,,,,1.058487,,,,,
BND,,,,,,,,,,,,,,,,,,,1.450666,,,,,
BOB,,,,,,,,,,,,,,,,,,,7.309873,,,,,
BRL,,,,,,,,,,,,,,,,,,,5.245008,,,,,
BSD,,,,,,,,,,,,,,,,,,,1.05796,,,,,
BTC,,,,,,,,,,,,,,,,,,,2.9865979e-05,,,,,
BTN,,,,,,,,,,,,,,,,,,,88.156048,,,,,
BWP,,,,,,,,,,,,,,,,,,,14.442963,,,,,
BYN,,,,,,,,,,,,,,,,,,,3.485558,,,,,
BYR,,,,,,,,,,,,,,,,,,,20746.338959,,,,,
BZD,,,,,,,,,,,,,,,,,,,2.132577,,,,,
CAD,,,,,,,,,,,,,,,,,,,1.464602,,,,,
CDF,,,,,,,,,,,,,,,,,,,2767.942949,,,,,
CHF,,,,,,,,,,,,,,,,,,,0.958783,,,,,
CLF,,,,,,,,,,,,,,,,,,,0.034359,,,,,
CLP,,,,,,,,,,,,,,,,,,,948.06488,,,,,
CNY,,,,,,,,,,,,,,,,,,,7.744839,,,,,
COP,,,,,,,,,,,,,,,,,,,4342.441611,,,,,
CRC,,,,,,,,,,,,,,,,,,,561.724631,,,,,
CUC,,,,,,,,,,,,,,,,,,,1.058487,,,,,
CUP,,,,,,,,,,,,,,,,,,,28.049897,,,,,
CVE,,,,,,,,,,,,,,,,,,,111.088197,,,,,
CZK,,,,,,,,,,,,,,,,,,,24.674069,,,,,
DJF,,,,,,,,,,,,,,,,,,,188.113844,,,,,
DKK,,,,,,,,,,,,,,,,,,,7.464575,,,,,
DOP,,,,,,,,,,,,,,,,,,,60.225833,,,,,
DZD,,,,,,,,,,,,,,,,,,,143.868997,,,,,
EGP,,,,,,,,,,,,,,,,,,,32.707131,,,,,
ERN,,,,,,,,,,,,,,,,,,,15.8773,,,,,
ETB,,,,,,,,,,,,,,,,,,,58.703372,,,,,
EUR,,,,,,,,,,,,,,,,,,,1.0,,,,,
FJD,,,,,,,,,,,,,,,,,,,2.444037,,,,,
FKP,,,,,,,,,,,,,,,,,,,0.872394,,,,,
GBP,,,,,,,,,,,,,,,,,,,0.869137,,,,,
GEL,,,,,,,,,,,,,,,,,,,2.873782,,,,,
GGP,,,,,,,,,,,,,,,,,,,0.872394,,,,,
